course,year,skill,self_rating,projects_completed,level
B.Tech Mechanical,2,Business Analysis,4,1,Intermediate
B.Tech ECE,4,Computer Vision,5,0,Advanced
B.Sc Mathematics,4,Backup and Recovery,2,3,Intermediate
M.Sc Computer Science,1,Linear Algebra,1,2,Intermediate
B.Sc Information Technology,3,Git,2,2,Intermediate
B.Tech AI & ML,4,Testing,5,1,Advanced
BCA,4,Deep Learning,1,6,Intermediate
MCA,3,Terraform,1,1,Beginner
MBA,4,Pandas,5,0,Advanced
B.Sc Mathematics,4,Data Visualization,5,3,Advanced
M.Sc Data Science,1,REST API,5,0,Advanced
B.Tech Mechanical,2,Testing,1,1,Beginner
B.Tech CSE,2,Research,2,6,Advanced
M.Tech,3,Excel,4,3,Advanced
B.Sc Mathematics,2,Data Warehousing,1,2,Beginner
B.Tech CSE,2,Data Visualization,2,2,Beginner
M.Tech,4,PyTorch,2,5,Intermediate
B.Tech IT,3,SQL,1,2,Beginner
B.Com,2,Linux,1,0,Beginner
MBA,3,Database Administration,5,3,Advanced
B.Sc Computer Science,4,OOP,2,6,Intermediate
B.Tech EEE,2,OOP,5,5,Advanced
BBA,2,Calculus,3,1,Intermediate
B.Sc Information Technology,2,PyTorch,5,4,Advanced
B.Tech Mechanical,4,Database Security,5,0,Advanced
MBA,1,Cybersecurity,1,2,Beginner
B.Com,3,Kubernetes,2,6,Intermediate
B.Tech ECE,3,Data Visualization,2,3,Intermediate
B.Sc Information Technology,4,Power BI,3,2,Intermediate
B.Tech AI & ML,4,Data Structures,3,6,Advanced
B.Tech Mechanical,3,NLP,5,5,Advanced
BCA,3,Kubernetes,4,6,Advanced
B.Tech CSE,4,FastAPI,2,4,Intermediate
M.Sc Data Science,4,Power BI,1,2,Beginner
B.Sc Information Technology,2,Testing,3,6,Intermediate
M.Sc Data Science,1,Statistics,1,2,Beginner
B.Tech EEE,3,Networking,3,4,Intermediate
B.Sc Mathematics,2,CI/CD,1,0,Beginner
B.Com,2,Deep Learning,3,1,Intermediate
B.Sc Data Science,1,A/B Testing,4,0,Intermediate
MCA,3,Database Administration,3,2,Intermediate
M.Sc Data Science,1,Linux,5,0,Advanced
B.Sc Information Technology,4,Kubernetes,4,2,Advanced
M.Sc Data Science,1,Database Security,2,6,Intermediate
B.Tech Data Science,1,CI/CD,2,0,Intermediate
B.Tech ECE,4,Web Security,3,0,Intermediate
BCA,3,Data Structures,3,1,Advanced
B.Tech ECE,2,Calculus,4,5,Advanced
B.Tech CSE,4,Linear Algebra,1,1,Beginner
B.Tech ECE,4,Data Warehousing,3,4,Advanced
BCA,1,PostgreSQL,5,2,Advanced
MCA,3,Cryptography,5,3,Advanced
MCA,4,Product Analytics,5,6,Advanced
M.Sc Computer Science,4,Calculus,4,4,Advanced
B.Tech IT,2,Communication,3,1,Intermediate
B.Tech CSE,3,A/B Testing,4,2,Advanced
B.Com,4,Communication,1,4,Beginner
B.Sc Statistics,4,Cybersecurity,3,6,Advanced
BBA,1,Networking,3,4,Advanced
B.Com,2,Deep Learning,1,5,Intermediate
MCA,4,CI/CD,1,6,Intermediate
B.Tech ECE,1,Statistics,2,2,Intermediate
MBA,1,Deep Learning,2,0,Beginner
B.Sc Mathematics,4,Linear Algebra,4,3,Intermediate
B.Sc Data Science,2,PyTorch,1,2,Beginner
B.Sc Information Technology,1,Networking,3,4,Intermediate
B.Tech EEE,2,Product Analytics,4,4,Advanced
B.Tech Civil,1,REST API,2,6,Advanced
B.Tech IT,1,Linear Algebra,2,6,Intermediate
BBA,2,MySQL,4,6,Advanced
B.Sc Data Science,2,System Design,2,2,Intermediate
MCA,3,System Design,1,1,Beginner
B.Sc Computer Science,3,Docker,3,4,Advanced
BCA,1,Computer Vision,5,1,Intermediate
B.Tech AI & ML,1,SQL,3,2,Intermediate
B.Sc Data Science,1,Data Warehousing,5,1,Advanced
B.Sc Data Science,1,Deep Learning,5,2,Advanced
B.Tech Civil,4,Networking,1,2,Beginner
M.Sc Data Science,2,Transformers,2,0,Beginner
B.Tech Mechanical,2,Excel,4,5,Advanced
B.Tech ECE,3,FastAPI,4,3,Intermediate
M.Sc Data Science,3,Research,4,5,Advanced
BCA,1,Data Warehousing,5,1,Advanced
M.Sc Computer Science,1,Networking,5,0,Intermediate
M.Sc Computer Science,1,Transformers,3,0,Intermediate
B.Sc Statistics,1,Research,4,4,Advanced
BCA,3,PyTorch,1,6,Intermediate
B.Tech EEE,2,Deep Learning,5,4,Advanced
B.Tech Civil,1,Testing,4,2,Advanced
B.Tech Data Science,3,AWS,3,0,Intermediate
BBA,1,Cryptography,3,3,Intermediate
B.Sc Mathematics,1,Deep Learning,3,3,Intermediate
BBA,4,REST API,1,5,Beginner
BBA,3,Database Security,3,2,Intermediate
M.Sc Statistics,1,Transformers,4,0,Intermediate
B.Tech EEE,1,Product Analytics,5,2,Advanced
B.Sc Statistics,1,PyTorch,1,5,Beginner
B.Tech AI & ML,4,A/B Testing,1,1,Beginner
B.Tech EEE,3,Transformers,1,5,Intermediate
M.Sc Data Science,3,FastAPI,5,3,Advanced
B.Tech Data Science,4,NumPy,2,2,Intermediate
B.Tech AI & ML,2,Python,4,1,Intermediate
B.Tech AI & ML,2,AWS,4,0,Intermediate
B.Tech Mechanical,4,CI/CD,5,5,Advanced
B.Tech Data Science,1,Calculus,4,6,Advanced
M.Tech,4,Linux,4,1,Intermediate
MBA,2,Apache Spark,3,3,Advanced
B.Tech IT,4,CI/CD,2,2,Beginner
B.Tech CSE,2,Research,5,5,Advanced
BBA,2,Testing,1,0,Beginner
B.Tech CSE,3,OOP,1,4,Beginner
BCA,3,MySQL,1,5,Intermediate
B.Tech CSE,1,System Design,5,2,Advanced
B.Sc Mathematics,3,Data Structures,3,5,Advanced
M.Sc Computer Science,2,Statistics,5,3,Advanced
B.Tech Mechanical,1,Business Analysis,2,5,Intermediate
BCA,4,PostgreSQL,4,4,Advanced
B.Tech EEE,2,Git,5,4,Advanced
B.Sc Data Science,2,Data Structures,3,0,Intermediate
B.Tech CSE,3,Tableau,1,0,Beginner
B.Tech CSE,4,Deep Learning,2,5,Intermediate
B.Tech IT,3,Incident Response,3,0,Intermediate
M.Tech,3,Testing,1,4,Intermediate
M.Sc Data Science,3,Backup and Recovery,5,5,Advanced
B.Tech CSE,2,OpenCV,3,0,Intermediate
B.Tech IT,2,Product Analytics,1,3,Beginner
B.Sc Statistics,4,Product Analytics,4,6,Advanced
B.Tech ECE,4,Cryptography,1,1,Beginner
B.Sc Information Technology,1,SIEM,2,0,Beginner
B.Sc Statistics,2,AWS,4,3,Advanced
B.Tech EEE,2,Apache Spark,1,3,Beginner
B.Sc Data Science,3,Testing,5,6,Advanced
B.Tech AI & ML,1,Backup and Recovery,1,0,Beginner
B.Tech CSE,3,ETL,5,1,Advanced
B.Sc Data Science,3,Backup and Recovery,1,5,Intermediate
M.Sc Data Science,3,Testing,5,5,Advanced
BBA,3,Incident Response,3,2,Intermediate
M.Tech,2,OpenCV,1,5,Intermediate
B.Tech EEE,2,PyTorch,3,6,Advanced
B.Sc Computer Science,2,Cryptography,1,1,Beginner
B.Sc Mathematics,1,Python,1,2,Beginner
B.Sc Information Technology,3,Machine Learning,4,5,Advanced
B.Tech CSE,3,Backup and Recovery,5,5,Advanced
B.Tech AI & ML,1,PostgreSQL,4,2,Advanced
M.Sc Statistics,4,Data Structures,1,6,Beginner
B.Tech Mechanical,4,Machine Learning,2,3,Intermediate
B.Tech Data Science,1,A/B Testing,2,5,Intermediate
BCA,2,OpenCV,4,6,Advanced
MBA,2,Data Warehousing,4,0,Advanced
B.Tech Data Science,2,Database Security,4,5,Advanced
BBA,4,ETL,5,4,Advanced
M.Sc Computer Science,1,Communication,3,4,Advanced
B.Sc Statistics,1,Excel,4,1,Intermediate
B.Tech Civil,3,Research,1,4,Beginner
M.Sc Data Science,4,AWS,1,3,Beginner
BBA,2,Web Security,1,3,Beginner
M.Sc Computer Science,3,Research,4,6,Advanced
B.Tech Mechanical,4,Computer Vision,5,5,Advanced
B.Tech AI & ML,3,Linear Algebra,5,0,Advanced
B.Com,4,Scikit-learn,2,2,Beginner
B.Sc Computer Science,1,ETL,3,6,Advanced
B.Com,4,Power BI,4,4,Advanced
B.Tech EEE,1,Incident Response,5,4,Advanced
MBA,1,FastAPI,5,2,Advanced
B.Tech EEE,2,Backup and Recovery,2,1,Beginner
B.Sc Statistics,1,Data Structures,3,6,Advanced
BBA,1,AWS,4,6,Advanced
B.Tech EEE,4,Excel,5,5,Advanced
M.Tech,1,SQL,4,1,Intermediate
B.Sc Mathematics,3,System Design,5,0,Advanced
B.Sc Computer Science,3,Linux,3,6,Intermediate
M.Tech,4,Scikit-learn,4,4,Advanced
B.Sc Mathematics,3,Tableau,4,2,Intermediate
M.Sc Computer Science,2,Calculus,3,1,Intermediate
MCA,4,Git,3,3,Advanced
B.Sc Data Science,3,Transformers,5,1,Advanced
B.Sc Information Technology,1,OpenCV,1,6,Beginner
B.Sc Information Technology,4,Scikit-learn,2,5,Intermediate
M.Sc Computer Science,1,SQL,2,3,Beginner
B.Tech EEE,1,OOP,3,4,Advanced
B.Tech Civil,1,AWS,4,0,Intermediate
B.Sc Information Technology,1,NLP,1,6,Intermediate
M.Sc Statistics,1,Cryptography,1,5,Intermediate
M.Sc Data Science,2,OpenCV,4,0,Intermediate
B.Tech EEE,1,Linear Algebra,1,4,Intermediate
B.Sc Computer Science,3,AWS,2,0,Intermediate
M.Sc Computer Science,3,Business Analysis,2,4,Intermediate
B.Tech Data Science,2,Database Security,4,0,Intermediate
M.Sc Computer Science,1,Data Visualization,4,5,Advanced
B.Tech Data Science,2,AWS,4,0,Advanced
B.Tech AI & ML,1,Python,4,1,Advanced
B.Tech IT,1,Testing,5,5,Advanced
B.Tech CSE,4,PostgreSQL,2,6,Intermediate
B.Tech IT,1,MySQL,2,6,Intermediate
M.Sc Statistics,3,Backup and Recovery,5,6,Advanced
M.Sc Data Science,1,Excel,2,1,Beginner
M.Sc Computer Science,4,Linear Algebra,2,0,Intermediate
B.Tech AI & ML,1,Business Analysis,1,2,Beginner
BCA,1,Algorithms,3,3,Advanced
B.Sc Data Science,2,Excel,4,6,Advanced
MCA,3,Machine Learning,4,0,Advanced
B.Sc Information Technology,1,Git,1,6,Intermediate
BCA,4,Calculus,2,2,Intermediate
B.Sc Computer Science,3,NumPy,5,0,Advanced
B.Tech IT,4,NumPy,1,3,Beginner
M.Sc Statistics,4,Excel,3,2,Intermediate
B.Tech Data Science,2,OpenCV,2,1,Beginner
MCA,2,OpenCV,2,2,Beginner
M.Tech,4,Docker,2,4,Intermediate
B.Tech Data Science,1,Deep Learning,2,5,Intermediate
M.Sc Statistics,4,Git,4,1,Advanced
B.Sc Data Science,3,Backup and Recovery,4,5,Advanced
BCA,1,Statistics,1,1,Beginner
B.Tech Mechanical,2,Transformers,5,0,Advanced
B.Tech EEE,2,Linux,1,5,Intermediate
B.Tech AI & ML,3,Backup and Recovery,5,2,Advanced
BBA,1,Machine Learning,5,6,Advanced
B.Tech Data Science,4,Communication,1,2,Beginner
B.Tech AI & ML,2,NumPy,4,0,Intermediate
B.Tech Data Science,3,Data Visualization,4,2,Advanced
B.Tech IT,2,SIEM,1,1,Intermediate
M.Sc Data Science,3,Networking,5,0,Advanced
B.Sc Computer Science,3,Transformers,2,5,Intermediate
B.Com,2,OOP,3,2,Intermediate
B.Sc Mathematics,4,A/B Testing,1,3,Beginner
B.Tech EEE,1,Deep Learning,2,2,Intermediate
M.Sc Computer Science,2,Web Security,1,4,Beginner
B.Tech ECE,3,OpenCV,2,0,Beginner
M.Sc Computer Science,2,NLP,3,3,Intermediate
B.Com,2,Networking,3,1,Intermediate
B.Tech ECE,4,NLP,1,4,Intermediate
M.Sc Data Science,1,Computer Vision,3,2,Intermediate
MCA,3,Excel,3,0,Intermediate
B.Tech AI & ML,4,Scikit-learn,4,4,Advanced
B.Tech IT,2,A/B Testing,2,2,Intermediate
B.Tech IT,3,Machine Learning,1,1,Beginner
M.Sc Computer Science,2,Cryptography,3,1,Intermediate
MCA,4,PostgreSQL,2,2,Intermediate
B.Tech Mechanical,1,Data Warehousing,3,1,Intermediate
B.Tech AI & ML,3,Research,3,4,Advanced
MBA,4,Product Analytics,3,5,Intermediate
B.Tech CSE,4,PostgreSQL,5,6,Advanced
B.Sc Statistics,3,Product Analytics,4,3,Advanced
B.Tech Civil,1,Scikit-learn,5,1,Advanced
B.Tech IT,2,Algorithms,5,4,Advanced
B.Sc Information Technology,4,Incident Response,1,2,Beginner
B.Tech Data Science,2,FastAPI,1,5,Intermediate
B.Tech Data Science,4,Terraform,4,0,Advanced
BCA,4,Transformers,5,2,Advanced
B.Sc Information Technology,1,A/B Testing,3,4,Intermediate
B.Tech AI & ML,1,SIEM,4,5,Advanced
B.Tech CSE,4,Database Security,5,0,Intermediate
B.Com,4,ETL,2,6,Intermediate
B.Sc Information Technology,1,Pandas,4,5,Advanced
B.Sc Mathematics,4,Linux,3,1,Intermediate
M.Tech,3,Business Analysis,2,0,Beginner
MBA,3,Calculus,3,4,Advanced
B.Tech AI & ML,4,Algorithms,4,3,Advanced
M.Sc Computer Science,4,CI/CD,4,2,Advanced
B.Sc Data Science,4,Kubernetes,4,4,Advanced
B.Tech AI & ML,2,Excel,4,1,Intermediate
B.Sc Statistics,1,Tableau,4,6,Advanced
B.Com,2,Communication,1,0,Beginner
MCA,2,Linux,3,4,Advanced
B.Tech ECE,1,Transformers,3,6,Advanced
M.Tech,2,SQL,4,1,Advanced
B.Tech Data Science,1,Python,2,3,Intermediate
MBA,3,SQL,5,4,Advanced
B.Tech Mechanical,1,Research,4,2,Advanced
B.Sc Computer Science,4,Networking,5,4,Advanced
B.Tech EEE,2,NLP,5,0,Advanced
B.Tech Data Science,1,Product Analytics,1,5,Beginner
B.Tech Data Science,1,OpenCV,5,2,Advanced
B.Tech Mechanical,1,Apache Spark,1,3,Intermediate
B.Sc Information Technology,4,Docker,2,6,Intermediate
M.Sc Data Science,2,Linux,4,5,Advanced
B.Tech Mechanical,4,Web Security,1,4,Intermediate
B.Tech AI & ML,3,Data Visualization,1,0,Beginner
M.Sc Computer Science,4,Networking,3,5,Advanced
B.Sc Data Science,3,FastAPI,5,5,Advanced
M.Sc Statistics,3,Product Analytics,2,4,Intermediate
MCA,2,Database Administration,1,4,Beginner
M.Sc Statistics,3,Computer Vision,2,2,Intermediate
B.Tech Civil,4,MySQL,3,0,Intermediate
B.Tech EEE,2,FastAPI,5,2,Advanced
B.Sc Statistics,3,Research,1,0,Beginner
B.Sc Data Science,3,A/B Testing,2,0,Intermediate
B.Tech CSE,2,REST API,1,1,Intermediate
B.Sc Mathematics,3,Business Analysis,4,3,Advanced
M.Sc Statistics,4,Research,1,1,Beginner
B.Tech EEE,3,REST API,4,0,Advanced
M.Sc Computer Science,1,Web Security,4,1,Advanced
B.Sc Information Technology,2,PostgreSQL,5,1,Advanced
MCA,3,Git,1,2,Beginner
B.Tech ECE,4,OpenCV,4,2,Advanced
B.Tech Mechanical,4,Cybersecurity,1,0,Beginner
B.Tech Data Science,1,CI/CD,3,1,Intermediate
B.Com,3,NumPy,1,0,Beginner
M.Sc Data Science,2,Linux,2,1,Beginner
MCA,4,Tableau,1,2,Beginner
B.Sc Computer Science,2,FastAPI,5,2,Advanced
BCA,1,Docker,2,3,Intermediate
B.Tech ECE,1,Kubernetes,5,5,Advanced
BCA,4,Business Analysis,4,4,Advanced
B.Tech IT,2,Web Security,1,3,Beginner
B.Tech Data Science,1,Calculus,1,2,Beginner
B.Com,2,Data Warehousing,5,5,Advanced
MCA,2,Scikit-learn,5,1,Advanced
M.Sc Statistics,1,Statistics,1,3,Intermediate
M.Sc Computer Science,4,Networking,2,3,Beginner
B.Tech CSE,4,Data Visualization,5,1,Advanced
B.Sc Information Technology,2,SQL,2,6,Intermediate
M.Sc Computer Science,1,PyTorch,4,3,Intermediate
M.Sc Statistics,3,Testing,3,2,Intermediate
B.Tech Data Science,3,Database Administration,3,3,Intermediate
B.Tech ECE,3,Power BI,2,6,Intermediate
B.Sc Statistics,2,OpenCV,1,5,Intermediate
M.Sc Computer Science,1,PostgreSQL,4,1,Advanced
B.Tech Civil,1,Backup and Recovery,1,2,Beginner
B.Tech ECE,4,FastAPI,5,0,Advanced
B.Tech ECE,2,Research,4,5,Advanced
MBA,4,OOP,1,2,Beginner
B.Com,4,CI/CD,5,5,Advanced
B.Sc Information Technology,4,Algorithms,5,0,Advanced
B.Tech Mechanical,1,Machine Learning,2,1,Intermediate
B.Tech CSE,4,Kubernetes,2,2,Beginner
B.Tech ECE,1,Pandas,3,3,Advanced
M.Sc Computer Science,2,OOP,1,6,Intermediate
BBA,4,Git,4,4,Advanced
B.Tech AI & ML,4,Data Structures,2,1,Intermediate
B.Tech Mechanical,2,Transformers,4,6,Advanced
M.Sc Data Science,3,Deep Learning,1,3,Beginner
MBA,3,Cryptography,3,3,Intermediate
B.Com,2,Excel,2,2,Beginner
M.Sc Statistics,1,Cryptography,5,4,Advanced
B.Tech EEE,2,OOP,4,0,Intermediate
B.Tech ECE,1,Apache Spark,2,5,Intermediate
M.Sc Data Science,1,Statistics,1,3,Beginner
M.Sc Statistics,2,Calculus,5,1,Advanced
B.Sc Data Science,4,A/B Testing,3,3,Intermediate
M.Sc Data Science,2,Pandas,2,4,Intermediate
B.Tech AI & ML,4,ETL,2,5,Intermediate
B.Sc Statistics,1,Transformers,5,6,Advanced
B.Tech Mechanical,3,Tableau,3,4,Intermediate
M.Sc Statistics,4,Linear Algebra,4,6,Advanced
B.Tech Data Science,3,Machine Learning,5,6,Advanced
B.Tech AI & ML,3,ETL,4,2,Advanced
B.Tech AI & ML,2,Pandas,1,0,Beginner
B.Tech EEE,2,Pandas,1,0,Beginner
B.Tech Mechanical,1,FastAPI,3,4,Advanced
B.Tech CSE,4,Database Security,5,4,Advanced
B.Sc Information Technology,1,CI/CD,5,3,Advanced
B.Sc Information Technology,3,NumPy,4,4,Advanced
B.Tech Civil,3,Cryptography,5,5,Advanced
B.Tech ECE,4,Linux,5,0,Advanced
B.Tech Mechanical,4,Git,1,4,Intermediate
B.Sc Information Technology,1,Product Analytics,1,3,Beginner
MBA,1,PyTorch,3,0,Intermediate
B.Tech Civil,4,Communication,4,1,Intermediate
MCA,1,Networking,3,5,Intermediate
B.Sc Statistics,3,Networking,4,4,Advanced
M.Sc Computer Science,3,CI/CD,3,3,Intermediate
B.Tech Civil,2,Database Administration,4,4,Advanced
M.Sc Data Science,3,PyTorch,4,6,Advanced
M.Sc Statistics,4,Computer Vision,3,1,Intermediate
B.Sc Mathematics,4,Communication,4,2,Intermediate
B.Tech IT,3,Python,2,6,Advanced
BBA,1,Data Structures,3,3,Intermediate
B.Tech EEE,3,Incident Response,3,3,Intermediate
M.Sc Computer Science,3,Linear Algebra,4,0,Intermediate
B.Tech Mechanical,4,Computer Vision,3,4,Advanced
B.Tech AI & ML,3,Data Warehousing,1,4,Intermediate
B.Tech Civil,3,NLP,1,2,Beginner
MBA,2,Database Security,5,4,Advanced
B.Tech Civil,3,Kubernetes,5,0,Advanced
B.Tech AI & ML,4,Tableau,1,0,Beginner
B.Tech CSE,1,ETL,2,2,Beginner
B.Sc Mathematics,4,A/B Testing,5,2,Advanced
M.Sc Statistics,4,Tableau,4,5,Advanced
B.Tech Civil,4,Database Administration,5,3,Advanced
B.Tech Mechanical,4,AWS,2,1,Beginner
B.Tech IT,2,PostgreSQL,1,6,Intermediate
B.Tech AI & ML,3,Statistics,4,5,Advanced
M.Tech,3,Data Structures,3,5,Intermediate
MBA,2,Communication,3,2,Intermediate
B.Tech IT,1,SQL,5,3,Advanced
M.Sc Data Science,2,Communication,5,2,Advanced
B.Sc Mathematics,4,Transformers,1,3,Beginner
B.Sc Computer Science,3,NumPy,5,6,Advanced
B.Sc Mathematics,4,OpenCV,4,4,Advanced
M.Sc Data Science,4,Machine Learning,3,6,Advanced
MBA,3,Database Security,4,6,Advanced
M.Sc Data Science,1,Testing,5,4,Advanced
MCA,1,Database Security,1,0,Beginner
B.Sc Mathematics,3,Product Analytics,5,2,Advanced
B.Sc Mathematics,1,Docker,2,1,Beginner
B.Sc Mathematics,1,Pandas,5,1,Advanced
B.Tech EEE,3,Excel,5,2,Advanced
M.Sc Computer Science,2,Business Analysis,3,0,Intermediate
M.Sc Statistics,3,SQL,3,2,Intermediate
B.Tech Data Science,4,Algorithms,4,5,Advanced
B.Com,2,AWS,2,6,Intermediate
BCA,4,AWS,2,3,Intermediate
B.Tech CSE,1,Tableau,1,2,Beginner
B.Sc Statistics,3,Pandas,4,1,Intermediate
B.Sc Statistics,3,SIEM,3,4,Intermediate
B.Tech EEE,4,Kubernetes,3,5,Advanced
B.Tech IT,1,Pandas,2,4,Intermediate
B.Sc Data Science,2,Tableau,4,2,Advanced
B.Tech Civil,3,Incident Response,1,0,Beginner
M.Tech,3,Networking,3,2,Intermediate
M.Sc Computer Science,4,System Design,3,2,Advanced
B.Tech Data Science,2,Product Analytics,4,4,Advanced
B.Tech AI & ML,1,CI/CD,5,1,Advanced
M.Tech,2,Data Warehousing,5,1,Advanced
B.Tech Data Science,1,Linear Algebra,1,6,Intermediate
BBA,1,Linux,3,2,Intermediate
M.Sc Computer Science,1,Calculus,1,0,Beginner
M.Sc Data Science,2,System Design,4,2,Advanced
B.Sc Computer Science,4,Linear Algebra,4,4,Advanced
B.Tech AI & ML,3,AWS,4,4,Advanced
MBA,1,FastAPI,5,5,Advanced
M.Tech,3,Terraform,1,3,Beginner
B.Tech Mechanical,2,Linux,2,6,Intermediate
MBA,3,Computer Vision,3,1,Intermediate
B.Sc Mathematics,4,Statistics,3,4,Intermediate
M.Sc Data Science,1,MySQL,4,5,Advanced
B.Tech EEE,2,Machine Learning,2,5,Intermediate
B.Tech CSE,3,Python,5,4,Advanced
B.Tech IT,1,Terraform,4,5,Advanced
B.Sc Data Science,4,Excel,1,5,Intermediate
B.Tech CSE,3,Data Visualization,4,4,Advanced
B.Tech IT,4,Data Visualization,3,6,Advanced
M.Sc Computer Science,3,Linux,3,4,Advanced
BBA,4,Git,4,2,Advanced
M.Sc Computer Science,1,Tableau,1,4,Intermediate
B.Com,3,PostgreSQL,4,2,Advanced
B.Tech Civil,1,Backup and Recovery,4,4,Advanced
M.Sc Computer Science,4,ETL,4,5,Advanced
B.Tech IT,1,Power BI,1,2,Beginner
BCA,4,Linear Algebra,1,1,Beginner
M.Tech,1,Communication,2,6,Advanced
B.Tech Mechanical,3,Computer Vision,3,5,Intermediate
B.Com,2,Web Security,4,2,Intermediate
M.Tech,1,CI/CD,3,0,Beginner
M.Sc Statistics,4,Scikit-learn,3,3,Intermediate
B.Tech IT,4,Scikit-learn,4,1,Intermediate
B.Tech IT,4,Product Analytics,5,4,Advanced
M.Sc Computer Science,2,Database Administration,2,0,Beginner
BBA,4,Linear Algebra,1,2,Beginner
B.Tech IT,1,Excel,1,6,Intermediate
B.Tech Civil,4,Pandas,3,2,Intermediate
B.Sc Information Technology,3,FastAPI,3,2,Intermediate
B.Sc Information Technology,2,A/B Testing,5,4,Advanced
BCA,2,FastAPI,2,5,Intermediate
B.Tech CSE,3,Excel,3,1,Intermediate
B.Sc Data Science,1,Scikit-learn,2,3,Intermediate
MBA,3,Data Warehousing,3,3,Intermediate
B.Com,4,Data Warehousing,4,0,Intermediate
M.Tech,1,Deep Learning,1,3,Beginner
M.Sc Data Science,1,OOP,4,0,Advanced
B.Sc Computer Science,1,REST API,4,3,Advanced
B.Tech Data Science,1,Linear Algebra,2,0,Beginner
B.Sc Data Science,3,System Design,4,0,Intermediate
B.Sc Information Technology,2,ETL,4,0,Advanced
B.Tech Mechanical,3,Data Structures,4,1,Intermediate
B.Com,3,Linear Algebra,4,0,Intermediate
B.Sc Computer Science,4,NumPy,1,5,Intermediate
M.Sc Statistics,2,NLP,2,1,Intermediate
MCA,1,Transformers,2,5,Intermediate
B.Tech Data Science,2,Backup and Recovery,4,4,Advanced
BBA,4,SIEM,3,6,Advanced
B.Sc Data Science,3,CI/CD,2,3,Intermediate
MCA,4,Docker,5,3,Advanced
B.Com,4,ETL,4,1,Advanced
B.Com,3,Calculus,3,3,Advanced
B.Sc Information Technology,3,Power BI,5,6,Advanced
B.Tech Data Science,4,Power BI,4,5,Advanced
B.Com,1,Excel,5,2,Advanced
B.Tech AI & ML,3,Algorithms,3,6,Intermediate
M.Sc Statistics,3,Data Structures,5,3,Advanced
B.Sc Information Technology,2,Testing,4,0,Intermediate
B.Sc Information Technology,3,Apache Spark,1,4,Intermediate
B.Sc Data Science,1,MySQL,2,3,Intermediate
B.Sc Computer Science,2,Git,2,6,Intermediate
M.Sc Statistics,1,FastAPI,3,2,Intermediate
MCA,1,NLP,3,3,Intermediate
B.Sc Data Science,2,System Design,5,6,Advanced
B.Sc Information Technology,2,Research,4,1,Intermediate
B.Sc Mathematics,2,Incident Response,1,1,Beginner
M.Tech,3,Statistics,3,2,Intermediate
B.Tech Civil,1,Business Analysis,3,1,Intermediate
BCA,2,Pandas,2,2,Intermediate
M.Tech,3,SQL,2,4,Intermediate
B.Sc Statistics,4,ETL,5,5,Advanced
B.Tech AI & ML,4,ETL,1,1,Beginner
B.Tech EEE,4,NLP,4,4,Advanced
B.Tech IT,3,Docker,2,3,Intermediate
B.Tech ECE,2,NLP,3,2,Intermediate
MBA,2,Python,2,4,Intermediate
B.Tech Civil,2,Database Administration,1,1,Beginner
B.Sc Information Technology,2,NLP,5,0,Advanced
B.Sc Mathematics,4,MySQL,2,1,Intermediate
B.Sc Data Science,4,OpenCV,3,0,Intermediate
MBA,3,AWS,4,1,Advanced
B.Sc Data Science,2,Computer Vision,2,3,Intermediate
BBA,4,Database Security,2,0,Beginner
M.Tech,4,Statistics,3,0,Intermediate
B.Tech ECE,3,FastAPI,2,0,Intermediate
M.Sc Statistics,2,OpenCV,2,6,Intermediate
BCA,3,Product Analytics,2,4,Intermediate
B.Tech EEE,4,Incident Response,1,1,Beginner
B.Sc Computer Science,2,Machine Learning,5,5,Advanced
BBA,4,FastAPI,3,4,Advanced
B.Com,4,OpenCV,1,2,Beginner
B.Tech AI & ML,4,Docker,5,3,Advanced
B.Tech CSE,4,REST API,5,0,Intermediate
B.Tech AI & ML,3,SIEM,2,1,Intermediate
B.Tech IT,3,Linux,4,2,Advanced
B.Tech Mechanical,3,Data Warehousing,4,2,Advanced
B.Tech CSE,3,Database Security,2,2,Beginner
B.Tech Mechanical,4,Communication,5,4,Advanced
